EDL	Record In	Record Out	Clipname	Subtitle
EDL	00:02:26,432	00:02:29,504	| 99pi-0260-newjersey-1 |	To be a game for the elite and it became a sport
EDL	00:02:30,528	00:02:36,928	| 99pi-0260-newjersey-1 |	Soccer eventually became so popular and beloved in Brazil that their national team soccer jersey has become as much
EDL	00:02:36,928	00:02:39,232	| 99pi-0260-newjersey-1 |	A national symbol as the country's flag
EDL	00:02:39,744	00:02:41,792	| 99pi-0260-newjersey-1 |	Going to see many more people Mizzou
EDL	00:02:41,792	00:02:43,840	| 99pi-0260-newjersey-1 |	Wayne Insurance then waving the flag
EDL	00:02:43,840	00:02:45,120	| 99pi-0260-newjersey-1 |	The sense of belonging
EDL	00:02:45,632	00:02:47,168	| 99pi-0260-newjersey-1 |	No matter if you were
EDL	00:02:47,936	00:02:49,216	| 99pi-0260-newjersey-1 |	You know peanuts
EDL	00:02:49,984	00:02:51,008	| 99pi-0260-newjersey-1 |	Picking up olds
EDL	00:02:51,008	00:02:53,312	| 99pi-0260-newjersey-1 |	Soda cans on the street or if you were a millionaire
EDL	00:02:53,312	00:02:54,848	| 99pi-0260-newjersey-1 |	When you wear that shirt you just like
EDL	00:02:55,360	00:02:55,872	| 99pi-0260-newjersey-1 |	One of us
EDL	00:02:56,384	00:02:59,200	| 99pi-0260-newjersey-1 |	Play shirts or extruder
EDL	00:02:59,712	00:03:01,504	| 99pi-0260-newjersey-1 |	Playoffs entry light
EDL	00:03:02,016	00:03:03,552	| 99pi-0260-newjersey-1 |	If I think the word is
EDL	00:03:03,552	00:03:04,320	| 99pi-0260-newjersey-1 |	Horoscopes
EDL	00:03:04,832	00:03:10,720	| 99pi-0260-newjersey-1 |	That's the soccer writer and historian David cobra
EDL	00:03:11,232	00:03:12,000	| 99pi-0260-newjersey-1 |	Eyes shut
EDL	00:03:12,000	00:03:17,888	| 99pi-0260-newjersey-1 |	The Brazilian soccer shirts are so iconic that non soccer fans all over the world can often picture them
EDL	00:03:17,888	00:03:19,424	| 99pi-0260-newjersey-1 |	For those of you who can
EDL	00:03:19,424	00:03:20,704	| 99pi-0260-newjersey-1 |	The shirt is a bright
EDL	00:03:20,704	00:03:23,520	| 99pi-0260-newjersey-1 |	Canary yellow with green trim around the collar and sleeves
EDL	00:03:24,032	00:03:25,568	| 99pi-0260-newjersey-1 |	They're worn with blue shorts
EDL	00:03:25,568	00:03:27,360	| 99pi-0260-newjersey-1 |	Pure primary blue
EDL	00:03:27,360	00:03:29,920	| 99pi-0260-newjersey-1 |	Compared with other soccer jerseys the uniform is
EDL	00:03:29,920	00:03:31,456	| 99pi-0260-newjersey-1 |	Joyful and bold
EDL	00:03:31,456	00:03:34,272	| 99pi-0260-newjersey-1 |	It seems to capture something essential about Brazil
EDL	00:03:34,784	00:03:35,808	| 99pi-0260-newjersey-1 |	But it wasn't always this
EDL	00:03:36,576	00:03:40,416	| 99pi-0260-newjersey-1 |	In fact Brazil used to play in plain unremarkable white shirt
EDL	00:03:41,184	00:03:44,768	| 99pi-0260-newjersey-1 |	The story of how the uniform change goes back 70 years
EDL	00:03:45,280	00:03:47,328	| 99pi-0260-newjersey-1 |	To an epic soccer game that Brazilian
EDL	00:03:47,840	00:03:48,608	| 99pi-0260-newjersey-1 |	Never forget
EDL	00:03:50,912	00:03:55,264	| 99pi-0260-newjersey-1 |	After years of lobbying the World Cup arrived in Brazil in 1950
EDL	00:03:55,264	00:03:59,104	| 99pi-0260-newjersey-1 |	At the time the country was culturally and internationally kind of unknown
EDL	00:03:59,616	00:04:03,200	| 99pi-0260-newjersey-1 |	This was Brazil's big moment to show the world what it was made of
EDL	00:04:03,712	00:04:09,600	| 99pi-0260-newjersey-1 |	The 1950 World Cup was understood by the Brazilian population as an opportunity
EDL	00:04:09,600	00:04:11,136	| 99pi-0260-newjersey-1 |	Site of the world
EDL	00:04:11,136	00:04:12,160	| 99pi-0260-newjersey-1 |	Brazil Fitzroy
EDL	00:04:12,672	00:04:16,000	| 99pi-0260-newjersey-1 |	They need this world cup was that chance to tell everyone
EDL	00:04:16,000	00:04:19,839	| 99pi-0260-newjersey-1 |	We have mold noise we have been transformed we moved from being
EDL	00:04:19,839	00:04:23,167	| 99pi-0260-newjersey-1 |	Agricultural plantation economy 2nu
EDL	00:04:23,167	00:04:25,983	| 99pi-0260-newjersey-1 |	Industrialized economy
EDL	00:04:25,983	00:04:28,031	| 99pi-0260-newjersey-1 |	And this is my wife showing it
EDL	00:04:28,031	00:04:31,615	| 99pi-0260-newjersey-1 |	The main symbol of that coming out apart from what was happening on the soccer field
EDL	00:04:32,127	00:04:33,407	| 99pi-0260-newjersey-1 |	Worcester Stadium
EDL	00:04:33,407	00:04:35,199	| 99pi-0260-newjersey-1 |	Name the Maracana
EDL	00:04:35,199	00:04:36,479	| 99pi-0260-newjersey-1 |	In Rio de Janeiro
EDL	00:04:36,991	00:04:38,783	| 99pi-0260-newjersey-1 |	It looks like the stadium from outer space
EDL	00:04:39,295	00:04:40,319	| 99pi-0260-newjersey-1 |	I mean it just fish
EDL	00:04:40,319	00:04:41,087	| 99pi-0260-newjersey-1 |	Fabulous
EDL	00:04:41,599	00:04:42,367	| 99pi-0260-newjersey-1 |	Flat
EDL	00:04:42,367	00:04:47,231	| 99pi-0260-newjersey-1 |	White concrete over with amazing flying buttresses
EDL	00:04:47,231	00:04:51,839	| 99pi-0260-newjersey-1 |	Just like this huge flying suicide that a drop down in the center of the city
EDL	00:04:51,839	00:04:54,655	| 99pi-0260-newjersey-1 |	The thumb with the Sleep Fred Wilson
EDL	00:04:55,935	00:04:57,983	| 99pi-0260-newjersey-1 |	Surprise Stadium Pilsen
EDL	00:05:01,567	00:05:02,591	| 99pi-0260-newjersey-1 |	Do they have the stadium
EDL	00:05:03,103	00:05:04,895	| 99pi-0260-newjersey-1 |	The people behind them
EDL	00:05:04,895	00:05:07,967	| 99pi-0260-newjersey-1 |	The government was pushing the tournament whenever possible
EDL	00:05:08,735	00:05:11,807	| 99pi-0260-newjersey-1 |	Now they needed was a successful team
EDL	00:05:13,343	00:05:15,391	| 99pi-0260-newjersey-1 |	The expectations were high because of this hope
EDL	00:05:16,159	00:05:18,719	| 99pi-0260-newjersey-1 |	Klimatyzacja atmosphere of optimism
EDL	00:05:21,279	00:05:25,887	| 99pi-0260-newjersey-1 |	In one of the earlier games Brazil strike competently onto the field and at what unit
EDL	00:05:26,655	00:05:28,959	| 99pi-0260-newjersey-1 |	And proceeded to demolish Sweden
EDL	00:05:28,959	00:05:29,727	| 99pi-0260-newjersey-1 |	7 to 1
EDL	00:05:30,239	00:05:32,031	| 99pi-0260-newjersey-1 |	Resume absolutely
EDL	00:05:32,543	00:05:38,943	| 99pi-0260-newjersey-1 |	Fantastic in the ivy rails I was slaughtering everybody that scoring goals over the play
EDL	00:05:38,943	00:05:40,223	| 99pi-0260-newjersey-1 |	Play Sleepy Spain
EDL	00:05:40,735	00:05:41,759	| 99pi-0260-newjersey-1 |	611
EDL	00:05:41,759	00:05:44,063	| 99pi-0260-newjersey-1 |	They used to be Mexico and Yugoslavia
EDL	00:05:44,575	00:05:46,367	| 99pi-0260-newjersey-1 |	The tournament was going exactly to
EDL	00:05:47,135	00:05:47,903	| 99pi-0260-newjersey-1 |	Ulysses home
EDL	00:05:48,671	00:05:49,951	| 99pi-0260-newjersey-1 |	Atmosphere of like
EDL	00:05:50,463	00:05:51,487	| 99pi-0260-newjersey-1 |	Sporting Bliss
EDL	00:05:51,999	00:05:55,839	| 99pi-0260-newjersey-1 |	I have to do is got to draw of Uruguay in the last match
EDL	00:05:55,839	00:05:58,655	| 99pi-0260-newjersey-1 |	Because of a court in the tournament structure
EDL	00:05:58,655	00:06:01,727	| 99pi-0260-newjersey-1 |	Uber CEO had to do to win the World Cup was
EDL	00:06:01,727	00:06:04,287	| 99pi-0260-newjersey-1 |	Tie against Uruguay in that final game
EDL	00:06:06,335	00:06:09,663	| 99pi-0260-newjersey-1 |	Uruguay historically had been a really strong team
EDL	00:06:09,663	00:06:13,759	| 99pi-0260-newjersey-1 |	Even though there are tiny country almost 50 times smaller than Brazil
EDL	00:06:13,759	00:06:16,319	| 99pi-0260-newjersey-1 |	But by the time this 1950 World Cup came along
EDL	00:06:16,831	00:06:18,879	| 99pi-0260-newjersey-1 |	Uruguay it was a waning power in soccer
EDL	00:06:19,391	00:06:21,951	| 99pi-0260-newjersey-1 |	So beating them or at least playing them
EDL	00:06:21,951	00:06:23,231	| 99pi-0260-newjersey-1 |	Seemed totally doable
EDL	00:06:23,231	00:06:23,999	| 99pi-0260-newjersey-1 |	Not a problem
EDL	00:06:24,511	00:06:26,815	| 99pi-0260-newjersey-1 |	Stihl Uruguay was no pressure
EDL	00:06:27,327	00:06:29,375	| 99pi-0260-newjersey-1 |	Especially when they were playing games Brazil
EDL	00:06:29,887	00:06:32,959	| 99pi-0260-newjersey-1 |	Uruguay actually used to be a Brazilian province
EDL	00:06:32,959	00:06:35,007	| 99pi-0260-newjersey-1 |	Do they have this chip on their shoulder
EDL	00:06:35,007	00:06:36,287	| 99pi-0260-newjersey-1 |	About that older
EDL	00:06:36,287	00:06:37,567	| 99pi-0260-newjersey-1 |	Big guy next door neighbor
EDL	00:06:38,079	00:06:39,103	| 99pi-0260-newjersey-1 |	The whole thing of
EDL	00:06:39,103	00:06:40,383	| 99pi-0260-newjersey-1 |	Uruguayan
EDL	00:06:40,383	00:06:41,919	| 99pi-0260-newjersey-1 |	Going against the odds
EDL	00:06:41,919	00:06:44,735	| 99pi-0260-newjersey-1 |	Fighting against a colonial power
EDL	00:06:44,735	00:06:45,503	| 99pi-0260-newjersey-1 |	Spread the Moon
EDL	00:06:46,271	00:06:50,111	| 99pi-0260-newjersey-1 |	Meanwhile the whole of Rio is now thinking about just one thing
EDL	00:06:50,623	00:06:51,647	| 99pi-0260-newjersey-1 |	The World Cup final
EDL	00:06:52,415	00:06:53,951	| 99pi-0260-newjersey-1 |	There really is
EDL	00:06:53,951	00:06:57,023	| 99pi-0260-newjersey-1 |	My sister about to everybody nice body
EDL	00:06:57,023	00:06:58,815	| 99pi-0260-newjersey-1 |	Everyone's engaged with it
EDL	00:06:58,815	00:07:02,143	| 99pi-0260-newjersey-1 |	Everyone wants to go knowing from Schuylkill think about anything else
EDL	00:07:02,655	00:07:09,055	| 99pi-0260-newjersey-1 |	In Brazil people like sedative everybody who claimed to have been in the stadium that afternoon was actually there
EDL	00:07:09,055	00:07:12,383	| 99pi-0260-newjersey-1 |	The stadium would have needed to be the size of the Moon
EDL	00:07:12,895	00:07:14,431	| 99pi-0260-newjersey-1 |	And it was a big crowd
EDL	00:07:14,431	00:07:20,063	| 99pi-0260-newjersey-1 |	Some estimate that there were 250000 screaming fans packed into this Flying Saucer Stadium
EDL	00:07:20,063	00:07:22,623	| 99pi-0260-newjersey-1 |	Which is something like 80000 people
EDL	00:07:22,623	00:07:23,647	| 99pi-0260-newjersey-1 |	Overcapacity
EDL	00:07:23,647	00:07:24,927	| 99pi-0260-newjersey-1 |	And the players
EDL	00:07:24,927	00:07:31,327	| 99pi-0260-newjersey-1 |	When they walked out with just head with this rule of noise
EDL	00:07:31,327	00:07:33,375	| 99pi-0260-newjersey-1 |	The place is noisy is Wilkinson
EDL	00:07:33,887	00:07:36,703	| 99pi-0260-newjersey-1 |	But in the first half neither team scores
EDL	00:07:37,471	00:07:38,751	| 99pi-0260-newjersey-1 |	So the crowd is getting nervous
EDL	00:07:39,519	00:07:41,055	| 99pi-0260-newjersey-1 |	Everybody was getting tense
EDL	00:07:41,823	00:07:46,431	| 99pi-0260-newjersey-1 |	Then finally Brazil scores a goal just off the halftime
EDL	00:07:46,431	00:07:52,831	| 99pi-0260-newjersey-1 |	Olosho across the goalkeeper into the bottom corner than that and it's just this relay
EDL	00:07:52,831	00:07:54,367	| 99pi-0260-newjersey-1 |	Delete that surges
EDL	00:07:54,367	00:07:55,903	| 99pi-0260-newjersey-1 |	Pool around the crowd
EDL	00:07:55,903	00:07:58,975	| 99pi-0260-newjersey-1 |	Even the journalist run on and embrace the Plaza
EDL	00:07:59,487	00:08:02,815	| 99pi-0260-newjersey-1 |	Because basically everyone there thinks the game is all over
EDL	00:08:02,815	00:08:04,607	| 99pi-0260-newjersey-1 |	That Brazil has won the World Cup
EDL	00:08:05,631	00:08:09,471	| 99pi-0260-newjersey-1 |	Then Uruguay stores
EDL	00:08:10,239	00:08:12,543	| 99pi-0260-newjersey-1 |	About halfway through the second half
EDL	00:08:12,543	00:08:15,871	| 99pi-0260-newjersey-1 |	The description by whoever was days I just ate and fell
EDL	00:08:16,639	00:08:18,943	| 99pi-0260-newjersey-1 |	Very very nervous and this nervousness
EDL	00:08:18,943	00:08:21,503	| 99pi-0260-newjersey-1 |	Went to the play It's almost like they were losing the game
EDL	00:08:21,503	00:08:23,295	| 99pi-0260-newjersey-1 |	And then comes the moments
EDL	00:08:23,295	00:08:25,087	| 99pi-0260-newjersey-1 |	Everybody we've always in the rain
EDL	00:08:25,087	00:08:31,231	| 99pi-0260-newjersey-1 |	Alcides jija one of the year ago and winners gets the pool and dribbles down the right side toward the go
EDL	00:08:31,743	00:08:35,327	| 99pi-0260-newjersey-1 |	I'm just as he's looking out to Boston boo he notices
EDL	00:08:35,327	00:08:36,095	| 99pi-0260-newjersey-1 |	That's a
EDL	00:08:36,863	00:08:39,423	| 99pi-0260-newjersey-1 |	The goalkeeper Barbosa was actually walking
EDL	00:08:39,423	00:08:40,959	| 99pi-0260-newjersey-1 |	To try to anticipate the cross
EDL	00:08:42,239	00:08:44,543	| 99pi-0260-newjersey-1 |	Which meant Barbosa was out of position
EDL	00:08:44,543	00:08:48,127	| 99pi-0260-newjersey-1 |	Instead of passing the ball shoots
EDL	00:08:55,807	00:08:58,111	| 99pi-0260-newjersey-1 |	Older pools talk about the most
EDL	00:08:58,111	00:08:59,391	| 99pi-0260-newjersey-1 |	Student silence
EDL	00:08:59,903	00:09:00,415	| 99pi-0260-newjersey-1 |	Stadium
EDL	00:09:04,511	00:09:07,327	| 99pi-0260-newjersey-1 |	LCD G1 setting in his book
EDL	00:09:07,327	00:09:10,143	| 99pi-0260-newjersey-1 |	Only three people in the history of the mannequin
EDL	00:09:10,143	00:09:10,911	| 99pi-0260-newjersey-1 |	Aleister Crowley
EDL	00:09:11,679	00:09:12,447	| 99pi-0260-newjersey-1 |	Frank Sinatra
EDL	00:09:12,959	00:09:14,239	| 99pi-0260-newjersey-1 |	Pope John Paul II
EDL	00:09:14,239	00:09:15,007	| 99pi-0260-newjersey-1 |	Me
EDL	00:09:15,007	00:09:16,031	| 99pi-0260-newjersey-1 |	It's almost like a gravy
EDL	00:09:17,055	00:09:18,847	| 99pi-0260-newjersey-1 |	Some of the plays don't even remember what happened
EDL	00:09:19,359	00:09:20,895	| 99pi-0260-newjersey-1 |	State of Catatonia something
EDL	00:09:21,919	00:09:27,295	| 99pi-0260-newjersey-1 |	As you probably guessed by now Brazil does not manage to get another goal to Die the game
EDL	00:09:27,295	00:09:28,063	| 99pi-0260-newjersey-1 |	And Uruguay
EDL	00:09:28,063	00:09:28,575	| 99pi-0260-newjersey-1 |	When's
EDL	00:09:29,087	00:09:32,671	| 99pi-0260-newjersey-1 |	If the game ends the fan stream out of the stadium in back
EDL	00:09:32,671	00:09:33,951	| 99pi-0260-newjersey-1 |	Onto the streets of Rio
EDL	00:09:34,463	00:09:35,487	| 99pi-0260-newjersey-1 |	He's almost like
EDL	00:09:35,487	00:09:37,791	| 99pi-0260-newjersey-1 |	Some kind of hopeless happening people just
EDL	00:09:37,791	00:09:38,559	| 99pi-0260-newjersey-1 |	Went somewhere else
EDL	00:09:39,583	00:09:40,351	| 99pi-0260-newjersey-1 |	There was a
EDL	00:09:40,351	00:09:41,375	| 99pi-0260-newjersey-1 |	City of Solitude
EDL	00:09:41,887	00:09:42,655	| 99pi-0260-newjersey-1 |	This feeling of a
EDL	00:09:43,423	00:09:44,703	| 99pi-0260-newjersey-1 |	Of numbness
EDL	00:09:45,215	00:09:47,519	| 99pi-0260-newjersey-1 |	And Rio de Janeiro wasn't a Party City on the night
EDL	00:09:48,031	00:09:50,079	| 99pi-0260-newjersey-1 |	On the night of July 16
EDL	00:09:50,591	00:09:51,103	| 99pi-0260-newjersey-1 |	1950
EDL	00:09:51,871	00:09:55,967	| 99pi-0260-newjersey-1 |	There was a lot of public crying that's a lot of heart Hubley
EDL	00:09:55,967	00:09:58,271	| 99pi-0260-newjersey-1 |	1 Brazilian playwright cools to defeat
EDL	00:09:58,271	00:09:59,551	| 99pi-0260-newjersey-1 |	Brazil's Russia
EDL	00:10:00,063	00:10:01,599	| 99pi-0260-newjersey-1 |	Alright well that's just ridiculous
EDL	00:10:01,599	00:10:02,879	| 99pi-0260-newjersey-1 |	Which I think is
EDL	00:10:02,879	00:10:04,159	| 99pi-0260-newjersey-1 |	Bison board price
EDL	00:10:04,159	00:10:05,439	| 99pi-0260-newjersey-1 |	An exaggeration
EDL	00:10:05,951	00:10:06,719	| 99pi-0260-newjersey-1 |	Boss
EDL	00:10:06,719	00:10:08,511	| 99pi-0260-newjersey-1 |	People were really flying away
EDL	00:10:10,303	00:10:12,863	| 99pi-0260-newjersey-1 |	The recriminations came thick and fast
EDL	00:10:13,375	00:10:16,447	| 99pi-0260-newjersey-1 |	And soon races accusation starts to fly
EDL	00:10:16,447	00:10:19,007	| 99pi-0260-newjersey-1 |	Barbarossa the guy who played goalkeeper for
EDL	00:10:19,007	00:10:20,287	| 99pi-0260-newjersey-1 |	The Brazilians was black
EDL	00:10:20,799	00:10:24,895	| 99pi-0260-newjersey-1 |	D and two other black players on the team was scapegoated in the popular press
EDL	00:10:25,407	00:10:28,223	| 99pi-0260-newjersey-1 |	I'm Baba she was even hassled on the street
EDL	00:10:28,223	00:10:32,319	| 99pi-0260-newjersey-1 |	His life was my difficult that's tragic story he tells lights are in life
EDL	00:10:32,831	00:10:36,159	| 99pi-0260-newjersey-1 |	Of hearing woman are whispering to a child
EDL	00:10:36,159	00:10:38,975	| 99pi-0260-newjersey-1 |	This is the matter you might order Brazil cry
EDL	00:10:40,255	00:10:43,839	| 99pi-0260-newjersey-1 |	Often. The Brazilian team didn't pick another black goalkeeper
EDL	00:10:43,839	00:10:45,375	| 99pi-0260-newjersey-1 |	To start in the World Cup
EDL	00:10:45,375	00:10:46,655	| 99pi-0260-newjersey-1 |	Iva 50 years
EDL	00:10:47,167	00:10:48,703	| 99pi-0260-newjersey-1 |	And this wasn't a coincidence
EDL	00:10:49,215	00:10:54,079	| 99pi-0260-newjersey-1 |	Off to that game black goalkeepers were regarded as less reliable than white ones
EDL	00:10:55,359	00:10:56,639	| 99pi-0260-newjersey-1 |	Which is disgusting
EDL	00:10:57,151	00:11:00,991	| 99pi-0260-newjersey-1 |	But Barbosa wasn't the only focus of Brazilian
EDL	00:11:00,991	00:11:03,295	| 99pi-0260-newjersey-1 |	Everything about Brazilian soccer
EDL	00:11:03,295	00:11:04,319	| 99pi-0260-newjersey-1 |	Was scrutinized
EDL	00:11:04,319	00:11:06,623	| 99pi-0260-newjersey-1 |	Down to the uniforms the players were wearing
EDL	00:11:07,647	00:11:11,487	| 99pi-0260-newjersey-1 |	Tell towards his father the white shirt was cursed and I think everybody else in Brazil did
EDL	00:11:11,999	00:11:13,279	| 99pi-0260-newjersey-1 |	Add a bubble that was a
EDL	00:11:13,279	00:11:14,303	| 99pi-0260-newjersey-1 |	It's time animation
EDL	00:11:14,303	00:11:15,071	| 99pi-0260-newjersey-1 |	Never
EDL	00:11:15,071	00:11:16,095	| 99pi-0260-newjersey-1 |	Plain white shirts
EDL	00:11:16,863	00:11:20,959	| 99pi-0260-newjersey-1 |	It was pretty unusual for a team to completely transform their uniform
EDL	00:11:20,959	00:11:23,519	| 99pi-0260-newjersey-1 |	Most countries have played in the same colors since the
EDL	00:11:23,519	00:11:25,823	| 99pi-0260-newjersey-1 |	The first World Cup back in the early 20th century
EDL	00:11:26,335	00:11:29,407	| 99pi-0260-newjersey-1 |	The Brazilians decided their uniform was a problem
EDL	00:11:29,919	00:11:33,759	| 99pi-0260-newjersey-1 |	So in 1953 the Brazilian soccer authorities set up a competition
EDL	00:11:33,759	00:11:37,599	| 99pi-0260-newjersey-1 |	And advertised it international newspaper that's distributed all over Brazil
EDL	00:11:38,111	00:11:41,183	| 99pi-0260-newjersey-1 |	They wanted people to write in with their designs for a new
EDL	00:11:41,951	00:11:44,511	| 99pi-0260-newjersey-1 |	The contest had only one stipulation
EDL	00:11:45,023	00:11:49,375	| 99pi-0260-newjersey-1 |	The color of the uniform had to include the colors of the Brazilian flag
EDL	00:11:49,887	00:11:52,191	| 99pi-0260-newjersey-1 |	Green blue white and yellow
EDL	00:11:52,191	00:11:54,495	| 99pi-0260-newjersey-1 |	I designed it would truly represent Brazil
EDL	00:11:55,007	00:11:56,799	| 99pi-0260-newjersey-1 |	Hundreds of people enter the
EDL	00:11:57,311	00:11:58,335	| 99pi-0260-newjersey-1 |	Including
EDL	00:11:58,335	00:11:58,847	| 99pi-0260-newjersey-1 |	This guy
EDL	00:11:59,359	00:12:01,151	| 99pi-0260-newjersey-1 |	Naomi shimada
EDL	00:12:01,151	00:12:04,223	| 99pi-0260-newjersey-1 |	Csuci name is OG Garcia
EDL	00:12:04,223	00:12:08,319	| 99pi-0260-newjersey-1 |	Then I'm found on the board with
EDL	00:12:09,855	00:12:12,159	| 99pi-0260-newjersey-1 |	Aldea Garcia Chile
EDL	00:12:12,159	00:12:14,719	| 99pi-0260-newjersey-1 |	He was just 19 when he entered the competition
EDL	00:12:15,231	00:12:19,071	| 99pi-0260-newjersey-1 |	A young man who had grown up in a little town right on the border
EDL	00:12:19,071	00:12:20,351	| 99pi-0260-newjersey-1 |	Between Brazil and Uruguay
EDL	00:12:21,119	00:12:23,167	| 99pi-0260-newjersey-1 |	Slay wasn't designer
EDL	00:12:23,167	00:12:25,471	| 99pi-0260-newjersey-1 |	He was working a local newspaper as an illest
EDL	00:12:26,495	00:12:29,311	| 99pi-0260-newjersey-1 |	He says when he first heard about the competition
EDL	00:12:29,311	00:12:30,847	| 99pi-0260-newjersey-1 |	Ethio it'll be too difficult
EDL	00:12:31,359	00:12:32,639	| 99pi-0260-newjersey-1 |	Female breast
EDL	00:12:34,431	00:12:38,015	| 99pi-0260-newjersey-1 |	Yeah the first impression I had was that Jesus was foolish
EDL	00:12:38,015	00:12:42,367	| 99pi-0260-newjersey-1 |	That was ridiculous because it's rare to have a team with 4 colors
EDL	00:12:44,159	00:12:46,719	| 99pi-0260-newjersey-1 |	Working for colors into just the shirt
EDL	00:12:46,719	00:12:52,607	| 99pi-0260-newjersey-1 |	Would have been hard but eventually slay realize he could use the whole uniform to spread out the colors
EDL	00:12:53,119	00:12:55,679	| 99pi-0260-newjersey-1 |	He tried blue shorts with a green shirt
